hospital_id,hem_reference_no,hospital_name,hospital_parent_type,hospital_type,hospital_sub_type,establishment_year,state_name,state_code,district_name,division_name,block_name,pincode,geo_latitude,geo_longitude,org_head_name,org_head_contact,contact_email,accreditation_board,accreditation_level,accreditation_valid_upto,delisted_from_gov_schemes,total_bed_strength,inpatient_beds,has_fully_equipped_ot,has_icu_with_ac,has_casualty,has_opd,has_hdu,has_general_ward,has_labour_room,created_at,updated_at
5f336a30-f600-4b00-affb-c0c067ec58e7,UPHOSPREF000063,District Hospital Lucknow,Single,PUBLIC,CHC,1971,Uttar Pradesh,UP,Lucknow,Lucknow,Itaunja,266564,23.631529,79.136553,DR. PREM SHANKAR KURMI,8057499193,hospital63@gov.up.in,NABH,,,False,59,44,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7caf5089-aa04-4bd3-9ae5-9a9aac526376,UPHOSPREF000064,Durga Medical Centre,Single,PRIVATE,Trust,2007,Uttar Pradesh,UP,Ghaziabad,Meerut,Modinagar,203387,30.404992,78.298863,DR. BABLU KUMAR,9641530890,hospital64@pvt.up.in,NABL,PRE,2028-01-30,False,288,242,False,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
deb5187d-54f9-4098-80f1-7d1d43623d85,UPHOSPREF000065,Singh & Sharma Cancer Institute,Single,PRIVATE,Private,2006,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Bansgaon,258567,24.671584,81.830736,DR. JAGDISH PRASAD SHUKLA,7805153115,hospital65@pvt.up.in,NABH,FULL,,False,78,70,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
4a136301-a03a-44a0-8772-6eab6583e721,UPHOSPREF000066,Shakti Nursing Home,Single,PRIVATE,NGO,2000,Uttar Pradesh,UP,Jhansi,Jhansi,Mauranipur,250533,26.095913,80.07055,DR. RAJESH KUMAR PANDEY,7671303685,hospital66@pvt.up.in,,FULL,2028-09-06,False,233,203,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
59c718e7-cfa6-43c6-84d9-9fd9e47107f2,UPHOSPREF000067,Saraswati Eye Hospital,Single,PRIVATE,Trust,1995,Uttar Pradesh,UP,Amethi,Ayodhya,Amethi Block 8,257154,27.924515,77.019575,DR. RAKESH KUMAR,7713130856,hospital67@pvt.up.in,JCI,FULL,,False,202,173,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
1b12dcc2-fe8c-4394-a67a-bb50ff052226,UPHOSPREF000068,Dr. Singh Maternity & General Hospital,Single,PRIVATE,Trust,1991,Uttar Pradesh,UP,Lucknow,Lucknow,Sardar Nagar,270971,29.874504,80.03301,DR. HARI OM,7062318442,hospital68@pvt.up.in,NABL,FULL,,False,259,207,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
00582642-333b-45ec-9c60-e5b3aebe0577,UPHOSPREF000069,Dr. Mishra Cancer Institute,Single,PRIVATE,Private,2008,Uttar Pradesh,UP,Moradabad,Moradabad,Moradabad Block 6,219966,27.636107,77.371252,DR. DINESH KUMAR,7972767923,hospital69@pvt.up.in,NABL,FULL,,False,216,160,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
d781fc7e-e867-49ae-ad48-1a3babfece87,UPHOSPREF000070,Combined Hospital Gautam Buddha Nagar,Single,PUBLIC,District Hospital,1976,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 7,264107,26.064655,77.417431,DR. MUKESH KUMAR VERMA,7670529856,hospital70@gov.up.in,NABH,,2026-10-07,False,346,278,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6a5af65d-f9ac-4884-b719-f5a6d994348f,UPHOSPREF000071,Krishna Eye Hospital,Single,PRIVATE,NGO,1995,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Brahmpur,251648,23.604908,83.336864,DR. MANOJ KUMAR,9446431223,hospital71@pvt.up.in,JCI,,2027-04-02,False,172,121,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
309707bb-cb0b-41ba-b1cc-dc8c1807a945,UPHOSPREF000072,Trauma Centre Gosainganj,Single,PUBLIC,Medical College,1953,Uttar Pradesh,UP,Lucknow,Lucknow,Gosainganj,224358,25.157644,81.698645,DR. VIVEK KUMAR PASI,7877539318,hospital72@gov.up.in,,FULL,,False,142,134,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
3efb1b56-6fbf-49d4-ba7f-909feb0b898b,UPHOSPREF000073,Pandey & Pandey Cancer Institute,Single,PRIVATE,Trust,1998,Uttar Pradesh,UP,Ghazipur,Varanasi,Ghazipur Block 1,251568,28.662692,80.933398,DR. SANTOSH KUMAR,7728640638,hospital73@pvt.up.in,,,,False,264,244,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
23ee16c7-d2bb-42e0-aee3-4f9ce3e9e2b6,UPHOSPREF000074,Mishra & Tiwari Surgical Centre,Single,PRIVATE,Trust,2004,Uttar Pradesh,UP,Aligarh,Aligarh,Chandaus,262935,27.865048,80.62665,DR. ASHOK KUMAR,8021009827,hospital74@pvt.up.in,,,2029-07-17,False,96,89,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
eb2cc5e3-174a-44f9-9b61-bf7dbb550701,UPHOSPREF000075,Combined Hospital Bulandshahr,Single,PUBLIC,Medical College,1957,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 6,283109,29.035205,83.362729,DR. RAM PRASAD,7060719363,hospital75@gov.up.in,NABL,FULL,2028-11-03,False,55,46,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
652f43d6-de19-471a-aa92-bf89906ef03c,UPHOSPREF000076,Dr. Verma Heart Institute,Single,PRIVATE,NGO,1998,Uttar Pradesh,UP,Amethi,Ayodhya,Amethi Block 8,215750,27.077645,80.826663,DR. BRIJESH KUMAR,7939129802,hospital76@pvt.up.in,NABL,,2027-06-22,False,82,64,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
0be6a73e-7fdf-43f1-918d-d73356870c23,UPHOSPREF000077,Primary Health Centre Ballia Block 8,Single,PUBLIC,Medical College,1989,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 8,223172,24.518388,83.021679,DR. MANOJ KUMAR,8011807717,hospital77@gov.up.in,JCI,PRE,2026-08-05,False,13,11,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
96a65710-3273-498b-97c7-fa3615b7aaac,UPHOSPREF000078,Dr. Sharma Surgical Centre,Single,PRIVATE,Private,2003,Uttar Pradesh,UP,Prayagraj,Prayagraj,Bahria,276403,26.51234,78.938717,DR. SANJAY KUMAR,7706901500,hospital78@pvt.up.in,,FULL,,False,90,82,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
927da465-917a-4740-a92b-683e25a2aa74,UPHOSPREF000079,Women Hospital Pratapgarh,Single,PUBLIC,PHC,1979,Uttar Pradesh,UP,Pratapgarh,Prayagraj,Pratapgarh Block 7,231840,24.70164,82.607395,DR. LAKHAN LAL,7839539221,hospital79@gov.up.in,,,,False,357,290,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6fd6afb1-c990-4fb6-a3dd-c67e7a81926d,UPHOSPREF000080,Primary Health Centre Gonda Block 6,Single,PUBLIC,Civil Hospital,1971,Uttar Pradesh,UP,Gonda,Devipatan,Gonda Block 6,216093,24.778565,77.533488,DR. SHIV KUMAR,8049071167,hospital80@gov.up.in,NABL,PRE,,True,148,129,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
46cd8169-1b4a-4fe2-b419-6c34bba1f11a,UPHOSPREF000081,Dr. Srivastava Orthopaedic Centre,Single,PRIVATE,Trust,2007,Uttar Pradesh,UP,Chandauli,Varanasi,Chandauli Block 7,292172,29.239436,82.334674,DR. JAGDISH PRASAD,9761936892,hospital81@pvt.up.in,JCI,PRE,,False,232,210,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
ddf4e038-eee1-4aad-bf3c-340501d42a3b,UPHOSPREF000082,Trauma Centre Sitapur Block 2,Single,PUBLIC,Civil Hospital,1973,Uttar Pradesh,UP,Sitapur,Lucknow,Sitapur Block 2,200314,27.474716,79.132963,DR. BABLU KUMAR TIWARI,8090318722,hospital82@gov.up.in,JCI,,,False,92,72,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6026e193-5b9a-42fd-a78f-91ab822c513d,UPHOSPREF000083,Medical College Hospital Bulandshahr,Single,PUBLIC,PHC,1961,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 1,296600,25.029422,79.197775,DR. MANOJ KUMAR,9448092899,hospital83@gov.up.in,NABL,PRE,2027-01-28,False,9,6,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
07a052b6-d2b1-4437-860e-65dde31e467e,UPHOSPREF000084,Shakti Children Hospital,Single,PRIVATE,NGO,1992,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 4,225307,24.347057,82.022034,DR. ASHOK KUMAR,9853764743,hospital84@pvt.up.in,NABH,FULL,,False,230,187,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
5c727695-ed4c-4f29-b909-7d1af1979889,UPHOSPREF000085,Gupta & Srivastava Heart Institute,Single,PRIVATE,Private,2017,Uttar Pradesh,UP,Etawah,Kanpur,Etawah Block 2,234623,28.900402,83.846953,DR. RAJEEV KUMAR NISHAD,7577150499,hospital85@pvt.up.in,NABL,FULL,,False,46,42,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
47125a51-149b-47ee-9cbf-ae6720705295,UPHOSPREF000086,Dr. Pandey Nursing Home,Single,PRIVATE,NGO,1991,Uttar Pradesh,UP,Jhansi,Jhansi,Babina,207950,27.99004,81.226198,DR. ASHOK KUMAR,9671051292,hospital86@pvt.up.in,NABH,FULL,,False,130,112,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
8908553e-a57b-4755-81e4-7004f49e51f1,UPHOSPREF000087,Dr. Agarwal Medical Centre,Single,PRIVATE,NGO,2011,Uttar Pradesh,UP,Banda,Chitrakoot,Banda Block 4,289424,24.680354,79.843126,DR. UMESH KUMAR,8095472231,hospital87@pvt.up.in,NABH,,,False,300,269,False,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
8a2d1075-4c99-4e9f-b320-50d5c4a91f4a,UPHOSPREF000088,Combined Hospital Bulandshahr,Single,PUBLIC,Medical College,1977,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 6,283040,27.688761,77.808261,DR. RAJU YADAV MAURYA,9617112803,hospital88@gov.up.in,JCI,FULL,,False,9,8,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
df5917a9-32ee-43e2-82ef-87eb5dd91e82,UPHOSPREF000089,Community Health Centre Pratappur,Single,PUBLIC,District Hospital,1969,Uttar Pradesh,UP,Prayagraj,Prayagraj,Pratappur,235752,23.516585,78.775002,DR. PAPPU YADAV,7676732025,hospital89@gov.up.in,NABH,PRE,2027-02-25,False,46,38,False,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
2e6c7540-d36e-4602-9a66-c1c11e0c1a77,UPHOSPREF000090,Primary Health Centre Lalganj,Single,PUBLIC,Civil Hospital,1959,Uttar Pradesh,UP,Azamgarh,Azamgarh,Lalganj,209208,27.557081,83.879444,DR. SURESH KUMAR,8120451074,hospital90@gov.up.in,JCI,,,False,17,12,False,False,False,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b0e846eb-f1ac-4d53-8a36-7dfb7eedd2ab,UPHOSPREF000091,Dr. Srivastava Surgical Centre,Single,PRIVATE,Private,2001,Uttar Pradesh,UP,Shahjahanpur,Bareilly,Shahjahanpur Block 5,280168,28.993921,77.799803,DR. ARVIND KUMAR,8114623464,hospital91@pvt.up.in,JCI,FULL,2026-12-28,False,51,45,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6b5b9eb1-a8cb-4dcc-a3ed-c810f07feac5,UPHOSPREF000092,Urban Community Health Centre Shahjahanpur Block 2,Single,PUBLIC,Medical College,1967,Uttar Pradesh,UP,Shahjahanpur,Bareilly,Shahjahanpur Block 2,266407,28.941032,79.19002,DR. ANIL KUMAR,7612939457,hospital92@gov.up.in,JCI,PRE,2028-06-01,False,369,347,False,True,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
809ff073-96e2-4170-ac65-c8e1906d329f,UPHOSPREF000093,Women Hospital Kanpur Nagar,Single,PUBLIC,Civil Hospital,1959,Uttar Pradesh,UP,Kanpur Nagar,Kanpur,Rasulabad,210407,25.227416,83.551211,DR. RAJESH KUMAR,7738806108,hospital93@gov.up.in,JCI,FULL,,False,11,8,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
c07802b7-0e29-4a50-bb6c-404c4becd9f4,UPHOSPREF000094,District Hospital Meerut,Single,PUBLIC,PHC,1968,Uttar Pradesh,UP,Meerut,Meerut,Rohta,230234,28.363307,77.580267,DR. RAJEEV KUMAR,9472499581,hospital94@gov.up.in,,FULL,2029-01-17,False,266,236,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
8c28e7b6-bbce-4f3e-b496-0b5d11471805,UPHOSPREF000095,Community Health Centre Kasganj Block 4,Single,PUBLIC,Civil Hospital,1968,Uttar Pradesh,UP,Kasganj,Aligarh,Kasganj Block 4,215712,23.92018,78.135385,DR. JAGDISH PRASAD,7917299848,hospital95@gov.up.in,,,,False,71,50,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
3c9da9cb-ea34-42ec-a054-f09e6f21177a,UPHOSPREF000096,Urban Community Health Centre Ayodhya Block 3,Single,PUBLIC,District Hospital,1994,Uttar Pradesh,UP,Ayodhya,Ayodhya,Ayodhya Block 3,233301,24.492155,83.404712,DR. SUSHIL KUMAR,7550919084,hospital96@gov.up.in,NABL,,2026-06-19,False,77,60,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
f459efc7-a94b-4fcd-a1b8-cfde96de1283,UPHOSPREF000097,Sub-District Hospital Agra,Single,PUBLIC,PHC,1967,Uttar Pradesh,UP,Agra,Agra,Jagner,243527,24.643317,81.719119,DR. VIJAY KUMAR,8025828947,hospital97@gov.up.in,NABH,PRE,2030-06-15,False,67,48,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
5cd21b7d-188f-4966-b23c-d377c153a291,UPHOSPREF000098,Gupta & Mishra Maternity & General Hospital,Single,PRIVATE,Trust,2021,Uttar Pradesh,UP,Sultanpur,Ayodhya,Sultanpur Block 3,246574,24.456307,83.661522,DR. PRADEEP KUMAR,9878181585,hospital98@pvt.up.in,JCI,,2029-01-06,False,299,251,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
add41731-c1ec-4042-ba9c-e962f7bdc5bf,UPHOSPREF000099,Primary Health Centre Bijnor Block 4,Single,PUBLIC,District Hospital,1986,Uttar Pradesh,UP,Bijnor,Moradabad,Bijnor Block 4,280803,24.692679,82.264473,DR. RAVINDRA NATH,7015493787,hospital99@gov.up.in,NABH,,,False,314,228,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
62e1ce57-4241-4364-92cb-7637c17b5c01,UPHOSPREF000100,Dr. Gupta Nursing Home,Single,PRIVATE,NGO,1999,Uttar Pradesh,UP,Bulandshahr,Meerut,Bulandshahr Block 8,293767,30.255183,83.377507,DR. NARESH KUMAR,7873812113,hospital100@pvt.up.in,NABL,FULL,2027-06-30,False,290,255,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6321512d-78a5-425f-8038-d29cd7a8473a,UPHOSPREF000101,Community Health Centre Gabhana,Single,PUBLIC,District Hospital,1964,Uttar Pradesh,UP,Aligarh,Aligarh,Gabhana,261727,27.259197,80.967164,DR. PRADEEP KUMAR,7563926059,hospital101@gov.up.in,,,2027-10-09,False,11,7,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
f526b874-7f37-4702-9f00-e29cfcb4ab96,UPHOSPREF000102,Urban Community Health Centre Muzaffarnagar Block 4,Single,PUBLIC,CHC,1971,Uttar Pradesh,UP,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 4,214056,23.576063,82.865189,DR. ASHOK KUMAR YADAV,7553647980,hospital102@gov.up.in,JCI,FULL,,False,267,237,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
8dd88ab8-586d-4275-9334-22ec58d9d619,UPHOSPREF000103,Community Health Centre Badaun Block 6,Single,PUBLIC,District Hospital,1976,Uttar Pradesh,UP,Badaun,Bareilly,Badaun Block 6,283481,30.007193,79.701275,DR. ARVIND KUMAR NISHAD,7618615792,hospital103@gov.up.in,,,,False,8,7,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
4d56d6b6-a141-4fc8-92df-d45f140de17f,UPHOSPREF000104,Dr. Pandey Children Hospital,Single,PRIVATE,Private,2010,Uttar Pradesh,UP,Hardoi,Lucknow,Hardoi Block 8,213525,29.221256,77.849505,DR. SANJAY KUMAR,8164084657,hospital104@pvt.up.in,NABH,FULL,2027-10-07,False,246,224,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
5280d74c-6d65-4538-abc9-bd70711ec5c2,UPHOSPREF000105,Tiwari & Tiwari Cancer Institute,Single,PRIVATE,Private,2014,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 1,248741,30.416342,81.170415,DR. HARI OM,7883410177,hospital105@pvt.up.in,NABH,FULL,,False,25,17,True,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
4f95535a-c061-42c5-847a-64846c9e8a33,UPHOSPREF000106,Medical College Hospital Badaun,Single,PUBLIC,Medical College,1980,Uttar Pradesh,UP,Badaun,Bareilly,Badaun Block 5,266656,25.476408,83.747721,DR. ANIL KUMAR,8187891825,hospital106@gov.up.in,NABL,FULL,2027-05-20,False,10,9,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
6ce061b1-33a7-4aa9-bdac-4dacbc2438c0,UPHOSPREF000107,Community Health Centre Khorabar,Single,PUBLIC,Civil Hospital,1960,Uttar Pradesh,UP,Gorakhpur,Gorakhpur,Khorabar,217112,27.351692,84.432362,DR. HARI OM,7642650303,hospital107@gov.up.in,NABL,FULL,,False,386,315,False,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
0aaa24cd-1bbb-43a7-9436-41404a94c435,UPHOSPREF000108,Trauma Centre Sant Block 3,Single,PUBLIC,PHC,1965,Uttar Pradesh,UP,Sant Kabir Nagar,Basti,Sant Block 3,264416,28.427828,82.564501,DR. HEMANT KUMAR,9797160894,hospital108@gov.up.in,NABH,PRE,,False,95,70,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7df6476c-36e5-4b7f-b491-d544b865d70c,UPHOSPREF000109,Trauma Centre Gosainganj,Single,PUBLIC,CHC,1994,Uttar Pradesh,UP,Lucknow,Lucknow,Gosainganj,246560,26.391545,81.097409,DR. UMESH KUMAR,9545261172,hospital109@gov.up.in,,PRE,2029-11-25,False,20,18,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
86558851-1882-453c-9ea1-67d2603900dc,UPHOSPREF000110,Trauma Centre Firozabad Block 3,Single,PUBLIC,CHC,1964,Uttar Pradesh,UP,Firozabad,Agra,Firozabad Block 3,257028,25.157808,83.745592,DR. NARESH KUMAR,7617118890,hospital110@gov.up.in,NABL,FULL,,False,350,298,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
0b493dcd-55d3-4b54-b522-8dfccbf41872,UPHOSPREF000111,Community Health Centre Pratapgarh Block 4,Single,PUBLIC,District Hospital,1991,Uttar Pradesh,UP,Pratapgarh,Prayagraj,Pratapgarh Block 4,228724,23.892306,79.007279,DR. ASHOK KUMAR YADAV,7661980953,hospital111@gov.up.in,,PRE,2026-09-25,False,91,76,False,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
5a00f0f2-b63b-413a-80b4-85459ec37495,UPHOSPREF000112,Sharma & Verma Heart Institute,Single,PRIVATE,Private,2013,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 8,246358,30.076924,81.923255,DR. ASHOK KUMAR,7767684917,hospital112@pvt.up.in,,,2028-06-26,False,22,16,True,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b3e3bc01-458c-4c2c-84c6-f008c0086c48,UPHOSPREF000113,Medical College Hospital Bareilly,Single,PUBLIC,CHC,1957,Uttar Pradesh,UP,Bareilly,Bareilly,Fatehganj Purvi,265557,23.838578,78.425091,DR. RAJEEV KUMAR,9579497633,hospital113@gov.up.in,NABH,FULL,2027-11-25,False,289,220,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
17ce9a4b-a046-4323-ac24-e42df9a0588d,UPHOSPREF000114,Women Hospital Ghaziabad,Single,PUBLIC,Civil Hospital,1950,Uttar Pradesh,UP,Ghaziabad,Meerut,Razapur,276854,29.384087,77.679311,DR. VIVEK KUMAR,7062644443,hospital114@gov.up.in,NABH,FULL,2028-09-29,False,123,91,False,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7cb7d8d0-5a14-4534-ac0d-b0cdb0b4cee8,UPHOSPREF000115,Medical College Hospital Amroha,Single,PUBLIC,PHC,1993,Uttar Pradesh,UP,Amroha,Moradabad,Amroha Block 2,289151,29.663945,84.282634,DR. VIRENDRA SINGH,8089053733,hospital115@gov.up.in,JCI,,,True,37,32,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b79eae79-6919-4ab6-9461-71469bffe8f0,UPHOSPREF000116,Medical College Hospital Ballia,Single,PUBLIC,PHC,1995,Uttar Pradesh,UP,Ballia,Azamgarh,Ballia Block 1,270971,27.733424,78.216811,DR. PRADEEP KUMAR,9591018408,hospital116@gov.up.in,NABH,PRE,,False,395,286,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
3119e15b-f4c5-4a03-ab6e-7d7d3f74d54d,UPHOSPREF000117,Trauma Centre Etawah Block 6,Single,PUBLIC,District Hospital,1977,Uttar Pradesh,UP,Etawah,Kanpur,Etawah Block 6,207562,26.896114,81.290006,DR. RAMU KAKA,7655003991,hospital117@gov.up.in,NABH,FULL,,False,7,5,False,False,False,True,False,False,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
7f9c4249-b2f5-4ace-a88b-cdfa28a441b4,UPHOSPREF000118,Trauma Centre Muzaffarnagar Block 6,Single,PUBLIC,PHC,1973,Uttar Pradesh,UP,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 6,201657,29.026452,81.71291,DR. PREM SHANKAR CHAUHAN,7914218779,hospital118@gov.up.in,NABL,PRE,2027-08-09,False,282,201,True,True,True,True,True,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
a320e738-29ac-4256-aadd-e2552664bcc8,UPHOSPREF000119,Dr. Sharma Orthopaedic Centre,Single,PRIVATE,NGO,2001,Uttar Pradesh,UP,Pratapgarh,Prayagraj,Pratapgarh Block 6,235615,25.14027,82.597005,DR. SURESH KUMAR,9568260443,hospital119@pvt.up.in,NABH,FULL,,True,182,165,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
53ead09c-f759-4df0-afba-406cc5f961b3,UPHOSPREF000120,Trauma Centre Hamirpur Block 2,Single,PUBLIC,PHC,1964,Uttar Pradesh,UP,Hamirpur,Chitrakoot,Hamirpur Block 2,299616,26.18129,82.404368,DR. SANTOSH KUMAR,9860539146,hospital120@gov.up.in,,FULL,,False,344,271,True,True,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
b1aeb9da-52c6-4616-991a-527d6a3eed4d,UPHOSPREF000121,Srivastava & Srivastava Hospital & Research Centre,Single,PRIVATE,Trust,1991,Uttar Pradesh,UP,Balrampur,Devipatan,Balrampur Block 2,244659,27.552975,79.332068,DR. HARI OM,9807609124,hospital121@pvt.up.in,,PRE,2030-07-31,False,248,199,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
a54d6572-ec7c-4135-8180-cc668623d7fe,UPHOSPREF000122,Ram Hospital & Research Centre,Single,PRIVATE,Private,2014,Uttar Pradesh,UP,Kanpur Dehat,Kanpur,Kanpur Block 3,287529,24.160378,78.943253,DR. DEVENDRA KUMAR,7680431498,hospital122@pvt.up.in,,PRE,2027-06-07,False,141,108,True,False,True,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
65729bca-d04c-4300-b365-1b42386327e8,UPHOSPREF000123,Primary Health Centre Gautam Block 4,Single,PUBLIC,Medical College,1988,Uttar Pradesh,UP,Gautam Buddha Nagar,Meerut,Gautam Block 4,215352,30.089915,79.501571,DR. HEMANT KUMAR,7698826091,hospital123@gov.up.in,NABH,FULL,,False,11,9,False,False,False,True,False,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
bfa9e74b-32d6-48ce-be16-b19fc2bb025f,UPHOSPREF000124,Verma & Singh Cancer Institute,Single,PRIVATE,Trust,1999,Uttar Pradesh,UP,Agra,Agra,Shamsabad,258858,25.277737,80.197181,DR. DEEPAK KUMAR SHUKLA,7070944075,hospital124@pvt.up.in,NABH,FULL,2030-04-20,False,184,167,True,True,True,True,True,True,True,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
f9d49c0d-30a1-4fef-84ca-73db08a0d844,UPHOSPREF000125,Trauma Centre Auraiya Block 2,Single,PUBLIC,Civil Hospital,1980,Uttar Pradesh,UP,Auraiya,Kanpur,Auraiya Block 2,212299,25.363365,77.974811,DR. SURESH KUMAR,8004568206,hospital125@gov.up.in,JCI,,,True,32,27,True,False,True,True,False,True,False,2026-02-27T15:58:10+05:30,2026-02-27T15:58:10+05:30
